datetime,symbol,open,high,low,close,volume,ema_fast,ema_slow,rsi
2011-10-03 09:15:00,NSE:BAJFINANCE,62.5,64.0,62.5,63.845001,30060.0,63.872455210995646,64.48272770335961,48.72848069893421
2011-10-04 09:15:00,NSE:BAJFINANCE,64.2,65.2,62.8,63.584998,139280.0,63.84507833375797,64.44752261695335,47.55641712434457
2011-10-05 09:15:00,NSE:BAJFINANCE,63.315002,63.479999,61.620001,62.254999,102010.0,63.6936422067334,64.36154129864146,41.99230750830375
2011-10-07 09:15:00,NSE:BAJFINANCE,62.504999,63.995001,62.5,62.979999,34450.0,63.625676187044505,64.30736316928297,45.72046333938321
2011-10-10 09:15:00,NSE:BAJFINANCE,62.9,63.684998,62.325,63.434998,28190.0,63.607516359706935,64.27315277048756,47.9800824819526
2011-10-11 09:15:00,NSE:BAJFINANCE,64.025,64.8,63.9,64.159998,135230.0,63.66013365878246,64.26871532850765,51.44837061970555
2011-10-12 09:15:00,NSE:BAJFINANCE,64.0,65.9,64.0,65.779999,165410.0,63.86202559604128,64.32798135484069,58.16094801584608
2011-10-13 09:15:00,NSE:BAJFINANCE,66.1,66.7,65.1,65.465002,74560.0,64.01469001546592,64.3725703997489,56.524515267869056
2011-10-14 09:15:00,NSE:BAJFINANCE,65.0,67.495001,65.0,67.075,135840.0,64.30614810923107,64.4785480311313,62.35468528360821
2011-10-17 09:15:00,NSE:BAJFINANCE,67.2,69.7,66.8,68.95,179290.0,64.74841971787573,64.653899088734,67.77463492808845
2011-10-18 09:15:00,NSE:BAJFINANCE,67.4,68.7,66.25,67.429999,109210.0,65.00380822093518,64.7627657519209,60.20702447202726
2011-10-19 09:15:00,NSE:BAJFINANCE,68.5,69.870001,67.3,67.790002,1028610.0,65.26916000941755,64.88148089890439,61.30894206291077
2011-10-20 09:15:00,NSE:BAJFINANCE,68.25,68.9,66.729999,67.045001,198660.0,65.43828772280635,64.96632482443755,57.74529469782522
2011-10-21 09:15:00,NSE:BAJFINANCE,67.509998,67.525,65.4,66.104999,63950.0,65.50178403492004,65.0109787136753,53.51831702682562
2011-10-24 09:15:00,NSE:BAJFINANCE,66.104999,66.5,64.4,64.734998,50140.0,65.42875679349908,65.00015594058999,48.00313622959823
2011-10-25 09:15:00,NSE:BAJFINANCE,64.1,67.334998,63.9,66.8,158310.0,65.55935138459441,65.07073806056685,55.45464190311906
2011-10-26 09:15:00,NSE:BAJFINANCE,67.35,67.809998,66.5,67.490002,49430.0,65.7432228717759,65.1656111562309,57.63911388760058
2011-10-28 09:15:00,NSE:BAJFINANCE,67.990002,71.479999,67.909998,69.65,458390.0,66.11529688398772,65.34146954226105,63.64878421138152
2011-10-31 09:15:00,NSE:BAJFINANCE,69.3,70.0,68.204999,68.5,171860.0,66.34241146646508,65.46533348178022,58.86091992048691
2011-11-01 09:15:00,NSE:BAJFINANCE,68.009998,69.4,68.009998,69.1,55020.0,66.60503894584936,65.60786942367119,60.5291881247644
2011-11-02 09:15:00,NSE:BAJFINANCE,69.0,69.3,68.125,68.9,626750.0,66.82360666529227,65.73697258352722,59.66070160588648
2011-11-03 09:15:00,NSE:BAJFINANCE,68.9,71.1,68.9,70.409998,157940.0,67.16516774478825,65.92022848221242,63.87510311321451
2011-11-04 09:15:00,NSE:BAJFINANCE,71.1,71.5,69.565002,71.154999,93760.0,67.54515167385604,66.12551360055703,65.77494264323512
2011-11-08 09:15:00,NSE:BAJFINANCE,70.0,71.0,69.134998,69.659998,99930.0,67.74656560967928,66.26412083190773,59.062349378671485
2011-11-09 09:15:00,NSE:BAJFINANCE,68.820001,69.995001,68.820001,69.275,32470.0,67.89213078970982,66.38219452477409,57.43672138297641
2011-11-11 09:15:00,NSE:BAJFINANCE,69.015002,69.329999,65.55,66.815002,156820.0,67.78954709545175,66.39916736693982,48.29065212486994
2011-11-14 09:15:00,NSE:BAJFINANCE,68.829999,68.829999,64.225,64.870001,183300.0,67.51149508636111,66.33920005843238,42.524877367526265
2011-11-15 09:15:00,NSE:BAJFINANCE,64.125,65.5,63.3,64.515002,247000.0,67.22611479242195,66.26766287967033,41.549763917445304
2011-11-16 09:15:00,NSE:BAJFINANCE,64.990002,65.995001,63.5,64.515002,61430.0,66.96791357409606,66.19893108046757,41.5497639174453
2011-11-17 09:15:00,NSE:BAJFINANCE,66.0,66.0,64.495001,64.679999,117500.0,66.75001694799167,66.13936511652767,42.26340773740166
2011-11-18 09:15:00,NSE:BAJFINANCE,64.5,65.490002,63.120001,64.925,51530.0,66.5762058100877,66.09174295509521,43.36907733876353
2011-11-21 09:15:00,NSE:BAJFINANCE,65.5,65.5,64.9,64.954999,78410.0,66.42180516150792,66.04716476077776,43.51172220982627
2011-11-22 09:15:00,NSE:BAJFINANCE,64.7,65.5,64.05,64.559998,42020.0,66.24449019374526,65.98884449564922,42.0111957210889
2011-11-23 09:15:00,NSE:BAJFINANCE,64.6,65.379999,64.1,64.829999,390410.0,66.1097767467219,65.9433995742512,43.44683769948243
2011-11-24 09:15:00,NSE:BAJFINANCE,63.170001,63.945001,61.829999,63.495001,142930.0,65.86075048512934,65.84738394388842,38.38649036071904
2011-11-25 09:15:00,NSE:BAJFINANCE,63.0,63.8,62.8,63.4,90240.0,65.62639329606941,65.75140810295161,38.046885798516854
2011-11-28 09:15:00,NSE:BAJFINANCE,63.3,64.795001,63.3,64.520001,32780.0,65.52102260120566,65.70311762832605,44.30296324156388
2011-11-29 09:15:00,NSE:BAJFINANCE,63.659998,64.215002,63.5,63.679999,43890.0,65.34568702013846,65.62377964290151,40.962035399534244
2011-11-30 09:15:00,NSE:BAJFINANCE,63.6,63.7,62.520001,63.034998,80200.0,65.12562139917289,65.52225879416028,38.55762109591583
2011-12-01 09:15:00,NSE:BAJFINANCE,64.0,65.0,63.5,63.720001,39160.0,64.99175278972785,65.4515820179187,42.42301254188504
2011-12-02 09:15:00,NSE:BAJFINANCE,64.0,65.3,63.554999,64.884998,57680.0,64.98158566689663,65.42936303682384,48.37181237092029
2011-12-05 09:15:00,NSE:BAJFINANCE,64.179999,65.795001,64.179999,65.229999,146980.0,65.00524407957315,65.42154483930135,50.01871552320184
2011-12-07 09:15:00,NSE:BAJFINANCE,65.2,67.0,65.190002,66.325,173130.0,65.1309351196138,65.45697445344639,54.93257539145569
2011-12-08 09:15:00,NSE:BAJFINANCE,66.4,67.990002,65.1,65.990002,80560.0,65.21275101298392,65.47787749448771,53.20906708576154
2011-12-09 09:15:00,NSE:BAJFINANCE,64.570001,66.490002,64.570001,66.295001,37780.0,65.31582244031878,65.5099215535274,54.60552328686521
2011-12-12 09:15:00,NSE:BAJFINANCE,64.6,66.4,64.6,65.509998,165960.0,65.33431535076461,65.5099245514283,50.43353918282679
2011-12-13 09:15:00,NSE:BAJFINANCE,64.3,65.895001,63.215002,65.270001,140030.0,65.32819017450132,65.50051578470563,49.196010879281474
2011-12-14 09:15:00,NSE:BAJFINANCE,64.979999,65.695001,64.109998,64.925,155230.0,65.2897911102631,65.47794653824658,47.39559474482134
2011-12-15 09:15:00,NSE:BAJFINANCE,63.359998,64.495001,63.3,63.990002,207460.0,65.16600167119041,65.41959577204084,42.821740374148575
2011-12-16 09:15:00,NSE:BAJFINANCE,63.5,65.2,63.225,64.034998,267460.0,65.05828703583894,65.36529782019609,43.106289022605445
2011-12-19 09:15:00,NSE:BAJFINANCE,64.0,64.0,61.215002,63.309998,106550.0,64.89178331814,65.28469782724723,39.679839898051846
2011-12-20 09:15:00,NSE:BAJFINANCE,62.4,63.5,62.4,63.284998,76780.0,64.73875614498381,65.20627822617871,39.563056750600076
2011-12-21 09:15:00,NSE:BAJFINANCE,63.2,64.3,63.2,63.845001,66750.0,64.65363660736631,65.15289480554425,43.56950168720628
2011-12-22 09:15:00,NSE:BAJFINANCE,63.0,63.990002,63.0,63.945001,67950.0,64.58614750190286,65.1055264210131,44.27983698448855
2011-12-23 09:15:00,NSE:BAJFINANCE,63.0,64.0,63.0,63.154999,29600.0,64.44984764457878,65.02903514960082,39.9964810218983
2011-12-26 09:15:00,NSE:BAJFINANCE,63.009998,63.990002,63.009998,63.334998,8720.0,64.34367148795224,64.96260232020471,41.38769377111341
2011-12-27 09:15:00,NSE:BAJFINANCE,63.5,64.0,62.5,64.0,206380.0,64.31094087005202,64.92485320960844,46.33788687716221
2011-12-28 09:15:00,NSE:BAJFINANCE,63.009998,65.0,61.2,61.275,157330.0,64.02180364433278,64.78172171119243,33.7567012580338
2011-12-29 09:15:00,NSE:BAJFINANCE,61.0,61.765002,60.6,61.1,27440.0,63.743536630586796,64.63734046761626,33.134512505941075
2011-12-30 09:15:00,NSE:BAJFINANCE,56.0,62.6,56.0,60.615002,83110.0,63.445580951483294,64.47960170418033,31.406796418446923
2012-01-02 09:15:00,NSE:BAJFINANCE,60.7,61.2,59.540002,60.340002,43180.0,63.149811527532506,64.31726446087913,30.43766958294271
2012-01-03 09:15:00,NSE:BAJFINANCE,59.3,61.495001,59.3,61.295001,33000.0,62.97316290586274,64.19874432515839,37.634723238596884
2012-01-04 09:15:00,NSE:BAJFINANCE,62.5,62.5,60.465002,60.529999,31820.0,62.74048062911391,64.0548719594659,34.550933621671625
2012-01-05 09:15:00,NSE:BAJFINANCE,60.154999,61.365002,60.154999,60.704999,12220.0,62.546625235864965,63.92350439242802,35.84596459674995
2012-01-06 09:15:00,NSE:BAJFINANCE,60.209998,61.729999,58.509998,59.0,122270.0,62.20885140387782,63.730425788803394,29.683404423719395
2012-01-09 09:15:00,NSE:BAJFINANCE,60.0,61.375,60.0,61.004999,48790.0,62.094198793984695,63.62354630688954,42.2554659508444
2012-01-10 09:15:00,NSE:BAJFINANCE,61.984998,63.2,61.05,62.725,34660.0,62.154275099319484,63.58830919681544,50.441378520668614
2012-01-11 09:15:00,NSE:BAJFINANCE,62.9,66.5,62.9,65.140002,308920.0,62.438630042241435,63.64915989497954,59.18928120776873
2012-01-12 09:15:00,NSE:BAJFINANCE,65.0,66.890002,64.509998,64.954999,68760.0,62.67828422869463,63.70036927164701,58.33971932127918
2012-01-13 09:15:00,NSE:BAJFINANCE,65.2,65.3,64.215002,64.709998,467550.0,62.87178077834276,63.73996255511184,57.169439653968965
2012-01-16 09:15:00,NSE:BAJFINANCE,64.0,66.395001,64.0,64.990002,205990.0,63.07351613278631,63.78898370981334,58.201411855375106
2012-01-17 09:15:00,NSE:BAJFINANCE,64.1,65.3,64.1,65.004999,249420.0,63.25746688204475,63.83667058393831,58.25942114528715
2012-01-18 09:15:00,NSE:BAJFINANCE,66.4,69.4,65.2,67.725,2575780.0,63.68294622661192,63.98915409045053,67.16113178858792
2012-01-19 09:15:00,NSE:BAJFINANCE,68.2,68.495001,66.570001,68.104999,630770.0,64.10409410979173,64.15055977317796,68.18203706992733
2012-01-20 09:15:00,NSE:BAJFINANCE,68.0,68.7,68.0,68.479999,135420.0,64.52084695647824,64.32034170364157,69.19965862400788
2012-01-23 09:15:00,NSE:BAJFINANCE,68.8,69.5,68.0,69.379999,224580.0,64.98362334157555,64.5187596368321,71.55130591888296
2012-01-24 09:15:00,NSE:BAJFINANCE,69.745001,73.370001,69.215002,72.084998,585640.0,65.65994473761597,64.81547486676025,77.18867480774718
2012-01-25 09:15:00,NSE:BAJFINANCE,72.5,73.6,72.3,73.004999,177750.0,66.35947371498588,65.13663267590691,78.73229556264491
2012-01-27 09:15:00,NSE:BAJFINANCE,73.6,73.9,72.0,72.690002,119330.0,66.96238117070152,65.43284323763605,76.81564656848585
2012-01-30 09:15:00,NSE:BAJFINANCE,73.85,73.85,71.004999,72.209998,170540.0,67.46215420206327,65.69861401263071,73.86477588281761
2012-01-31 09:15:00,NSE:BAJFINANCE,72.875,75.9,71.8,75.065002,321590.0,68.18623494472392,66.06592334546872,79.02576711654282
2012-02-01 09:15:00,NSE:BAJFINANCE,75.1,79.059998,74.509998,77.740002,827820.0,69.09611752141689,66.52373035152877,82.51061067782781
2012-02-02 09:15:00,NSE:BAJFINANCE,78.520001,78.520001,75.009998,77.379999,256740.0,69.88505861461528,66.94946637695901,80.57043992757103
2012-02-03 09:15:00,NSE:BAJFINANCE,77.5,80.2,76.5,79.195001,433340.0,70.77171979417572,67.42968342099984,82.77015842655805
2012-02-06 09:15:00,NSE:BAJFINANCE,79.690002,81.379999,78.309998,78.740002,509460.0,71.53060381377803,67.87322532605867,80.31533295193024
2012-02-07 09:15:00,NSE:BAJFINANCE,78.9,79.5,77.609998,79.020001,248430.0,72.24387973627536,68.3103537838603,80.69478097091995
2012-02-08 09:15:00,NSE:BAJFINANCE,79.3,82.9,79.0,82.259998,432540.0,73.19779576139199,68.85739865508145,84.43395243544191
2012-02-09 09:15:00,NSE:BAJFINANCE,80.1,84.390002,80.1,82.2,377980.0,74.05514854602133,69.38063792350964,84.10907440015615
2012-02-10 09:15:00,NSE:BAJFINANCE,82.209998,83.5,81.0,81.170001,87310.0,74.73275354163835,69.84296588729357,78.52326283769028
2012-02-13 09:15:00,NSE:BAJFINANCE,81.0,81.984998,80.125,80.429999,124640.0,75.2753483471966,70.25814365641932,74.68564825531682
2012-02-14 09:15:00,NSE:BAJFINANCE,80.990002,81.0,79.6,79.795001,109650.0,75.7057914569874,70.63213806204993,71.45834255961184
2012-02-15 09:15:00,NSE:BAJFINANCE,80.75,81.0,78.9,79.509998,369080.0,76.06809684203621,70.98028943216562,69.99636668977902
2012-02-16 09:15:00,NSE:BAJFINANCE,80.25,80.25,78.304999,78.55,87850.0,76.3044685713661,71.27714082698266,65.16046958757413
2012-02-17 09:15:00,NSE:BAJFINANCE,80.0,81.495001,78.865002,80.625,527710.0,76.71594775504552,71.64372353965001,69.98708014456835
2012-02-21 09:15:00,NSE:BAJFINANCE,80.1,83.5,80.1,81.875,245440.0,77.2072860640888,72.04495006750687,72.46209316198158
2012-02-22 09:15:00,NSE:BAJFINANCE,82.970001,83.5,78.954999,80.279999,324740.0,77.49992539131844,72.36789316289877,65.08651778440107
2012-02-23 09:15:00,NSE:BAJFINANCE,79.5,80.795001,77.559998,78.404999,170800.0,77.58612287785954,72.60464241141254,57.656978156604445
2012-02-24 09:15:00,NSE:BAJFINANCE,79.5,80.195001,79.15,79.95,147990.0,77.81125403234911,72.89269565018068,61.551567585065094
2012-02-27 09:15:00,NSE:BAJFINANCE,80.495001,80.495001,74.959998,76.15,159980.0,77.65303936260158,73.02043307566379,49.49372771669777
2012-02-28 09:15:00,NSE:BAJFINANCE,76.3,78.0,76.3,77.395001,95020.0,77.62846428044904,73.19198475897109,52.75900605765026
2012-02-29 09:15:00,NSE:BAJFINANCE,77.995001,80.390002,77.995001,79.05,329000.0,77.76384863469198,73.42171084685458,56.76088888050103
2012-03-01 09:15:00,NSE:BAJFINANCE,79.7,79.779999,76.529999,77.325,58610.0,77.72205352662608,73.57478100972303,51.83230749868586
2012-03-02 09:15:00,NSE:BAJFINANCE,77.279999,78.870001,77.279999,78.165002,1074020.0,77.76423909551883,73.7547896760084,53.93011565782365
2012-03-05 09:15:00,NSE:BAJFINANCE,77.809998,78.5,76.104999,76.229999,29150.0,77.6181209911837,73.85185670832179,48.671508358115226
2012-03-06 09:15:00,NSE:BAJFINANCE,77.9,79.484998,75.5,76.725,215860.0,77.5330618491662,73.96452899426995,50.01425680557574
2012-03-07 09:15:00,NSE:BAJFINANCE,76.75,78.0,75.5,77.004999,241430.0,77.48277014924561,74.08376311214172,50.798320192983404
2012-03-09 09:15:00,NSE:BAJFINANCE,78.7,80.4,77.209998,79.440002,182320.0,77.6691731826508,74.2938116959793,57.10042617518748
2012-03-12 09:15:00,NSE:BAJFINANCE,80.5,80.5,77.6,80.220001,88040.0,77.91210916525549,74.52621127652912,58.91577504515314
2012-03-13 09:15:00,NSE:BAJFINANCE,80.0,81.079999,80.0,80.865002,176390.0,78.19333705427877,74.77479130490053,60.407772502740954
2012-03-14 09:15:00,NSE:BAJFINANCE,81.5,81.995001,79.329999,81.904999,202550.0,78.54682866815699,75.05440729294365,62.7563332525225
2012-03-15 09:15:00,NSE:BAJFINANCE,81.95,81.95,77.7,78.959998,41560.0,78.58617812833252,75.20756771282821,53.14296297366168
2012-03-16 09:15:00,NSE:BAJFINANCE,80.0,80.0,76.784998,78.070001,46430.0,78.53701840182467,75.31981999859966,50.61935164918515
2012-03-19 09:15:00,NSE:BAJFINANCE,77.5,79.890002,77.5,78.640002,40440.0,78.54682636355565,75.45002321434085,52.18541334338972
2012-03-20 09:15:00,NSE:BAJFINANCE,78.0,80.1,78.0,79.115002,20130.0,78.6009383289313,75.593747872602,53.50861856320819
2012-03-21 09:15:00,NSE:BAJFINANCE,79.7,81.9,79.665002,81.304999,111300.0,78.85846791665213,75.81771850504897,59.12502914948984
2012-03-22 09:15:00,NSE:BAJFINANCE,81.3,82.5,80.254999,81.504999,303830.0,79.1105184960186,76.04074911269412,59.60496757075757
2012-03-23 09:15:00,NSE:BAJFINANCE,82.495001,82.495001,79.5,81.434998,42560.0,79.33189749639779,76.25228828474533,59.342333169292175
2012-03-26 09:15:00,NSE:BAJFINANCE,82.484998,82.490002,80.679999,81.004999,46370.0,79.49124049674086,76.43866909710826,57.66158135235061
2012-03-27 09:15:00,NSE:BAJFINANCE,81.5,81.5,79.554999,80.479999,82430.0,79.58540797324173,76.59715262271186,55.59133229536477
2012-03-28 09:15:00,NSE:BAJFINANCE,80.625,81.1,79.065002,79.975,415910.0,79.62251197579013,76.72961722574277,53.59790783692935
2012-03-29 09:15:00,NSE:BAJFINANCE,80.9,80.9,78.5,79.570001,731310.0,79.61751093047678,76.84100482473325,51.9878456981279
2012-03-30 09:15:00,NSE:BAJFINANCE,78.504999,81.7,78.504999,81.434998,68860.0,79.79060493709804,77.02116141984175,58.21293440940127
2012-04-02 09:15:00,NSE:BAJFINANCE,81.6,84.590002,80.8,83.470001,125120.0,80.14102360975536,77.27405708965188,63.73778215097449
2012-04-03 09:15:00,NSE:BAJFINANCE,85.0,86.765002,84.0,86.409998,193880.0,80.73806878977867,77.63232928221454,69.92447048583702
2012-04-04 09:15:00,NSE:BAJFINANCE,85.6,87.85,85.6,87.525,155880.0,81.38444319075212,78.02027715350025,71.88365855263372
2012-04-09 09:15:00,NSE:BAJFINANCE,88.0,88.0,84.529999,86.554999,64140.0,81.87687707734716,78.35497212787278,67.74893447823622
2012-04-10 09:15:00,NSE:BAJFINANCE,87.0,87.4,85.05,86.8,49930.0,82.34574592712362,78.68614969148561,68.24575385470733
2012-04-11 09:15:00,NSE:BAJFINANCE,85.3,87.2,84.3,84.515002,38410.0,82.55234174358803,78.91473213495676,59.10136619832437
2012-04-12 09:15:00,NSE:BAJFINANCE,83.55,87.170001,83.55,86.734998,149240.0,82.9506899584844,79.22140922770356,64.13011587925145
2012-04-13 09:15:00,NSE:BAJFINANCE,87.490002,88.2,86.504999,87.815002,311080.0,83.41395777196207,79.55841286583284,66.30095042939325
2012-04-16 09:15:00,NSE:BAJFINANCE,85.690002,89.0,85.690002,88.304999,180750.0,83.8797712222514,79.90141624364331,67.26880770132342
2012-04-17 09:15:00,NSE:BAJFINANCE,88.5,89.9,87.409998,88.475,274640.0,84.31741205822746,80.23763521448083,67.61631400192195
2012-04-18 09:15:00,NSE:BAJFINANCE,89.0,89.4,88.004999,88.929999,156330.0,84.75670605268199,80.57851222567766,68.57788191631018
2012-04-19 09:15:00,NSE:BAJFINANCE,88.259998,90.195001,88.259998,89.229999,98720.0,85.18273395242656,80.91778621682755,69.22670044514172
2012-04-20 09:15:00,NSE:BAJFINANCE,87.2,90.0,87.2,89.209998,70890.0,85.56628290933831,81.24297099263823,69.12422184569694
2012-04-23 09:15:00,NSE:BAJFINANCE,88.9,90.295001,86.570001,86.909998,282250.0,85.69425577511562,81.46520734586811,58.41527455804526
2012-04-24 09:15:00,NSE:BAJFINANCE,88.334998,88.35,84.55,84.895001,163640.0,85.61813627272366,81.59970905779485,50.96578531684263
2012-04-25 09:15:00,NSE:BAJFINANCE,85.009998,85.879999,82.7,84.95,83000.0,85.55450424674999,81.7310930163127,51.148906857710216
